intent,query,Answer
남편,중졸 학력으로 딱히 할 수 있는 게 없었는데…,
남편,돈은 뭐 그럭저럭 벌었는데 자꾸 생각나는 거예요.,
남편,결혼 전에는 안 그랬어요. 남편… 되게 다정한 사람이었는데...,
남편,하루는 애 앞에서도 때리길래 제발 애 앞에서는 이러지 말라 했는데.,
남편,남편이 미운 건 아니고… 그냥 좀 불쌍해요.,
남편,남편이 그걸 보고 자라서 그런 것 같기도 하고…,
남편,남편이 원래는 대기업에 다녔어요.,
남편,대기업에 있다 나와서 그런지 작은 덴 성에 안 차는 것 같았어요.,
남편,그래서 남편이 되게 잘해주고 이것저것 많이 사다줬어요.,
남편,"나는 그때 이미 직장인이었고, 남편은 아직 박사 과정 밟을 때 만났어.",
남편,남편이 교수 달기 전까지는 엄청 고생만 한 거 같아.,
남편,남편도 저도 대구가 고향인데… 남편은 대학부터 서울에서 다녔거든요.,
남편,남편은 좋은 대학 나와서… 검사 해요.,
남편,"남편이랑은 학원에서 선생, 제자로 만났는데…",
남편,남편이 이렇게 효자일 줄은 꿈에 몰랐어요.,
남편,남편이 엘리트예요. 딱 엘리트 정석 코스를 밟은 사람이죠.,
남편,남편이 해주는 말이 아직도 안 믿겨.,
남편,사이가 계속 좋지는 않았어요. 그냥 여느 부부처럼 싸우고 화해하고…,
남편,어차피 남편 카드 내역 같은 건 제 손을 거치니까 그것도 봤거든요.,
남편,그리고 그 이가 출장 갔다 오자마자 짐 챙겨서 쫓아냈는데…,
남편,지금 남편과 18년 전에 만났는데 지금도 생각이 나.,
남편,남편이랑 한달에 몇번은 보는 것 같아요.,
남편,제가 밥해주러 가기도 하고 남편에게 전화도 자주 오거든요.,
남편,하지만 남편은 언제나 조용했어요.,
남편,남편도 저랑 비슷한 성격인데 저보다는 좀 더 나아요.,
남편,남편 새끼 진짜 이게 몇 번째지?,
남편,근데 내가 세 번까지도 참아줘야 하냐? 저 새끼 절대 정신 못 차려.,
남편,"저 인간은 젊었을 때부터 저랬어. 아주 구제불능, 구제불능.",
남편,그래서 집에 와서도 계속 남편을 졸라요.,
남편,남편이 처음에는 좋아했는데 나중에는 너 왜 그러냐고 할 정도예요.,
남편,나한텐 남편밖에 없는데…,
남편,"남편은 아들 편을 들어요, 그렇게 행동할 애들이 아니라며…",
남편/경제적문제,남편 집안 사정이 별로 안 좋아요. ,힘들겠어요. 여러 가지 문제가 얽혀있으면 마음이 더 답답하잖아요.
남편/경제적문제,남편이 아무리 애를 써도 집에 가져다 주는 돈이 들쭉날쭉 해.,그렇군요. 너무 울적해하지 마세요. 둘이라면 잘 헤쳐나갈 수 있을 거예요.
남편/경제적문제,남편 벌어오는 돈도 시원찮고... ,울적한 기분이 들면 저에게 털어버리세요.
남편/경제적문제,그러다 남편 가방이 열려 있어서 무심코 보는데 현금 인출한 영수증을 보게 됐어요. 무려 3백만 원…,
남편/경제적문제,신랑이 돈을 잘 못 벌어서 속상하긴 해. 근데 워낙 좋은 사람이라 싫은 소리를 할 수도 없어.,
남편/경제적문제,신랑 일이 계속 잘 안 돼서 경제적으로 어려웠어.,
남편/경제적문제,남편이 벌이는 안 좋아도 좋은 사람이에요.,
남편/경제적문제,"남편 인생에서 제일 돈이 없을 때였을 거야, 아마.",
남편/경제적문제,남편 일이 잘 안 풀려서 경제적으로 어려움이 많았어.,
남편/경제적문제,"남편 소개해준 오빠가 분명히 그 농장이 되게 알짜배기라고, 수익도 잘 나고 탄탄하다고 그랬었거든?",
남편/경제적문제,그런데 까고 보니까 남편이 소유하고 있는 목장이 빛 좋은 개살구인 거야.,
남편/경제적문제,남편 일이 잘 안 풀려서 경제적으로 힘들어.,
남편/과음,남편이 술을 많이 마시는 편이야. ,남편 분이 술을 많이 드셔서 속상하시겠어요. 건강이 최고인데…
남편/과음,남편이 술자리가 잦은 편이야.,두 분이서 건전한 취미를 만드는 건 어떨까요?
남편/과음,남편이 술을 너무 많이 마셔. 술 밖에 모르는 사람이야. 술이라면 자다가도 벌떡 깨는것 같아.,그렇군요. 걱정이 많이 되시겠어요.
남편/과음,남편이 스트레스를 받으면 술을 많이 먹더라고요. 저도 힘들 때 혼자 마시거나 남편이랑 같이 먹어요.,
남편/과음,미친 인간이 어제 또 술을 진탕이 되도록 마신 거야.,
남편/과음,그 때 쟤가 출장 가서 술 마시고 차를 두고 온 거야. 부산에.,
남편/과음,남편이 술을 너무 많이 마셔. 술 밖에 모르는 사람이야. 술이라면 자다가도 벌떡 깨는 것 같아.,
남편/관계소원,"남편이랑은 그냥 그래. 부부관계도 별로 없고, 살갑게 챙겨주는 것도 아니고…",섭섭하시겠어요.
남편/관계소원,남편은 내가 옆에 없으니까 아주 살판이 난 거 같아.,실망이 크셨겠어요.
남편/관계소원,그 인간은 내가 걱정도 안 되나 봐.,
남편/관계소원,그 사람은 항상 나보고 가구처럼 이리 가라 저리 가라 해.,
남편/관계소원,보고 싶다고 해도 시큰둥하고… 이러려고 결혼했냐고 화를 내도 반응이 없어요.,
남편/관계소원,남편이 애들한테 관심이 없어요.,
남편/관계소원,그 와중에도 신랑은 놀러 다니고 저에게는 관심을 안 가지더라고요.,
남편/관계소원,남편이 나한테 더 많이 신경 써주면 좋겠어.,
남편/관계소원,남편이 신경을 안 써주거든요.,
남편/관계소원,왜 이렇게 무관심하냐고 물으면 오히려 애정 결핍인 거냐고 말하더라고.,
남편/관계소원,남편의 태도변화에 극단적인 생각까지 할 수 밖에 없었어.,
남편/관계소원,근데 남편은 도와주지도 않고…,
남편/관계소원,결혼 초창기부터 남편과 사이가 다정하지는 않았어요.,그렇군요. 많이 외로울 것 같아요. 괜찮으신가요?
남편/관계소원,결혼하고 바로 남편이랑 사이가 안 좋았어요.,이야기를 더 듣고 싶어요. 당신이 괜찮은지 궁금해요.
남편/관계소원,"남편은 일 때문에 바쁘고, 평일 주말없이 일해서 얼굴 보기도 힘들어.",
남편/관계소원,결혼 하고 얼마 지나지 않아서부터 남편이랑 사이가 안 좋았어.,
남편/관계소원,남편은 저를 도와주지 않으면서 아이만 신경 쓴다고 하고..,
남편/관계양호,우리 남편에게 내 은퇴 계획을 털어놓았는데 진지하게 듣고 같이 고민해줬어.,
남편/관계양호,남편이랑 사이는 좋아요.,남편 분과 사이가 좋은 것 같아 저도 행복해요.
남편/관계양호,떨어져있던 시간 동안 서로 믿음이 생기고 더 애틋해진 것 같아.,좋은 분과 결혼하신 것 같아 마음이 흡족해요.
남편/관계양호,능력 빼고는 다 완벽한 사람이야. 잘 생기고 착하고 배려심 깊고..세상에서 나를 제일 아껴주는 사람이지.,멋진 부부네요.
남편/관계양호,처음엔 신랑이랑 사이가 좋았어요. 말도 잘 통하고 취향도 비슷했거든요.,
남편/관계양호,제가 조금이라도 우울하거나 짜증을 내면 굉장히 신경을 써주는 편이예요.,
남편/관계양호,남편이 저보다 훨씬 잘 낫긴 하지만 그렇다고 저를 무시한적은 없어요.,
남편/관계양호,남편이랑 성격도 잘 맞고 서로 너무 좋아해서 싸울 일이 없어.,
남편/관계양호,남편이 공들여 요리를 해주는 날은 사랑받는 기분이 들어. 그게 바로 오늘이고!,
남편/관계양호,남편이 달래주니까 맘이 많이 차분해지더라구..,좋은 분이 옆에 계신 거 같아 안심이에요.
남편/관계양호,다시 합치기엔 너무 멀리 온것 같구… 그래도 이렇게 가끔 친구처럼 연락하고 지낼 수 있어서 다행이야.,힘들 때 도와줄 수 있는 사람이 있다는 건 좋은 일이죠.
남편/관계양호,그래도 남편을 사랑하니까 하루하루 버티고 있어.,
남편/관계양호,다시 합치기엔 너무 멀리 온 것 같고… 그래도 이렇게 가끔 친구처럼 연락하고 지낼 수 있어서 다행이야.,
남편/관계양호,남편이 옆에 있으면 응급처치라도 할 수 있잖아요.,
남편/관계양호,"가족, 친구들과 떨어져 지내야 해서 외로웠지만 신랑을 믿고 의지했어요.",
남편/관계양호,유일하게 제가 의지하는 사람이 남편이에요.,
남편/다툼,남편이랑 싸우는 횟수가 많아졌어요.,싸우셨군요… 너무 큰 상처가 되지는 않았길 바래요.
남편/다툼,남편이랑 다투는 일이 많아졌어.,그러셨군요. 화해는 하셨나요?
남편/다툼,남편이랑 자주 싸웠어.,속상하셨겠어요. 언제나 내 편이 되어야 하는 상대와 싸우면 더더욱 괴로운 것 같아요.
남편/다툼,남편이랑 싸우는 것도 하루 이틀이지…,
남편/다툼,지난 번에는 남편이 너무한 거 아니냐고 해서 싸웠어요.,
남편/다툼,남편이랑 요즘 사이가 안 좋아요.,남편 분과 갈등을 겪고 계시군요. 마음이 많이 상하셨겠어요.
남편/다툼,연애랑 결혼은 정말 다른 것 같아요. 연애할 때 몰랐던 게 왜 이렇게 많은지… 사사건건 맘에 안들고 부딪혀요.,"아휴, 제가 더 속상하네요. "
남편/다툼,남편이 너는 뭐가 그렇게 매일 힘드냐고 비난조로 말을 하더라고요.,싸워서 해결이 되는 일이라면 좋겠어요... 힘을 내세요.
남편/다툼,남편과 부딪히는 날이 점점 많아졌어.,
남편/다툼,그러니까 남편이 하는 말이 더 가관이었어요.,
남편/다툼,전 진짜 그 사람이 이해가 안 돼요.,
남편/다툼,내가 한 소리해야겠다고 했더니 펄쩍 뛰지 뭐야. 왜 회사 일에 간섭이냐고…,
남편/바람,"자주 가는 술집 여자랑 바람이 난 거야, 알고 보니.",충격이 크셨겠어요. 
남편/바람,남편이 바람을 폈더라고요.,절대 용서하지 마세요. 제가 대신 욕해드릴게요.
남편/바람,바로 남편한테 이게 뭐냐고 따지면서 딴 여자 있냐고 물어보니까 바로 그렇다고 그러네요.,배신감이 클 것 같아요. 괜찮으세요?
남편/바람,남편이 바람 피운 걸 뒤늦게 알게 됐어요.,
남편/바람,그 새끼가 옆에 젊은 여자 끼고 술을 마시고 있더라구.,
남편/바람,10년 전에 남편이 여자후배랑 바람이 난적이 있어.,
남편/바람,그냥 아끼는 후배라고 하더니…결국 그렇고 그런 사이였던거야.,
남편/바람,남편이 평소에 나한테 정말 잘 하는 사람인데..뒤에서 바람을 피울 거라곤…상상도 못했어.,
남편/바람,남편한테 새 여자가 생겼다는 걸 알게 됐거든요.,
남편/바람,근데 거기에 자기야 오빠야 이러는 대화 내역이 있는 거예요.,
남편/바람,그런 스팸 많으니까 그런 거겠거니 했는데 남편이 보낸 답장을 보니까 아니었어요.,
남편/바람,바람 피우는 거 나한테만 걸린 게 벌써 세 번째야.,
남편/바람,그러다가 남편이 바람피우고 있다는걸 알게됐어.,
남편/소통불가,남편이 제 마음을 모르는 것 같아요.,마음이 많이 답답하겠어요.
남편/소통불가,신랑이랑은 전혀 대화가 안 돼.,그럴 때는 벽과 이야기하는 기분이죠. 많이 힘드시겠어요.
남편/소통불가,남편이랑 말을 하면… 벽에다 대고 말을 하는 기분이야.,"어휴, 그럴 땐 텔레파시라도 되었으면 좋겠어요."
남편/소통불가,남편이랑은 말이 안 통해.,
남편/소통불가,남편이 제가 처한 상황을 잘 이해해주지 못하는 거 같아요.,
남편/소통불가,내가 힘들다고 하소연해도 연애 때와는 다르게 모든 것을 이해하라고 요구했어.,
남편/소통불가,신랑이랑 말이 안 통해.,
남편/소통불가,남편은 오히려 저를 더 이상한 사람으로 몰더라구요.,
남편/의심,남편 그 인간 분명 돈 빼돌려서 자기네 식구들한테 줬다니까. ,헉. 정말 의심스러운 상황이군요.
남편/의심,"지금 생각해보면 이상한 게… 저는 아는 오빠 소개로 거길 간 건데, 자꾸 남편이랑 부딪치는 일이 많더라고요.",그렇군요. 혹시 무슨 일이 있었나요?
남편/의심,남편 낌새가 이상하다고 느끼긴 했어.,
남편/의심,며칠 전에는 딱 촉이 서는 거야. 그래서 남편 가방을 뒤졌더니 현금인출영수증이 나오더라?,
남편/의심,그게 진짜 칼슘이 맞았나 싶어요. 이상한 약을 칼슘이라고 속이고 들고 온 것 같기도 해요. ,
남편/의심,남편한테 특별히 잘못한 것도 없는데… 이 남자가 왜 저한테 이런걸 갖다 줬는지 모르겠어요.,
남편/의심,제일 큰 문제는 그이가 그냥 의심하는 수준이 아니라는 거야.,
남편/의심,그래서 그냥 의심만 하고 있던 찰나에 우연히 남편 문자 내역을 보게 됐거든요.,
남편/폭력,"지난 번에 싸우는데 남편이 선풍기를 잡는 거에요. 설마 이 인간이 이걸 던질까 싶었는데, 던지더라고요.",여성긴급전화 번호는 1366입니다.
남편/폭력,남편이 처음부터 날 때렸던 건 아니에요.,잠시라도 떨어질 수 있는 방법이 없을까요? 너무 마음이 아파요.
남편/폭력,이웃집 언니가 반찬 좀 가져가라고 해서 간 김에 술도 얻어먹고… 그러고 왔는데 가시나가 헛바람 들었다고 대뜸 손을 올리더라고요.,두렵고 무서우실 것 같아요. 제가 당신을 안아드리고 싶어요.
남편/폭력,"지 기분 나쁘다고 때리고, 일이 안 풀리면 안 풀린다고 때리고.",
남편/폭력,남편 버릇이 화 나면 손에 잡히는 대로 막 던지는 거거든요.,
남편/폭력,"그때는 여름이었는데, 자기가 좋아하는 난이 다 죽었다고, 옆에 있던 선풍기를 저한테 던졌어요.",
